,P30__permutation_entropy__dimension_7__tau_1,Ps30__length,phi__permutation_entropy__dimension_7__tau_1,T30__length,T30__count_above_mean,T30__permutation_entropy__dimension_7__tau_1,T24__length,T50__length,T50__permutation_entropy__dimension_7__tau_1,phi__length,P30__length,T50__number_peaks__n_1,Ps30__permutation_entropy__dimension_7__tau_1,"P30__fft_aggregated__aggtype_""variance""",T24__range_count__max_1000000000000.0__min_0,T24__permutation_entropy__dimension_7__tau_1,"phi__fft_aggregated__aggtype_""variance""",T30__range_count__max_1000000000000.0__min_0,"T30__fft_aggregated__aggtype_""variance""","T24__fft_aggregated__aggtype_""variance""",T30__number_peaks__n_1,T50__range_count__max_1000000000000.0__min_0,Ps30__lempel_ziv_complexity__bins_100,phi__permutation_entropy__dimension_6__tau_1,P30__permutation_entropy__dimension_6__tau_1,Ps30__count_above_mean,Ps30__range_count__max_1000000000000.0__min_0,P30__number_peaks__n_3,P30__number_peaks__n_5,T50__number_peaks__n_3,Ps30__number_peaks__n_1,T24__count_above_mean,T50__count_above_mean,T24__permutation_entropy__dimension_6__tau_1,T30__permutation_entropy__dimension_6__tau_1,T50__permutation_entropy__dimension_5__tau_1,T50__permutation_entropy__dimension_6__tau_1,"P30__fft_coefficient__attr_""angle""__coeff_43","Ps30__fft_aggregated__aggtype_""variance""",T24__number_peaks__n_1,"T24__fft_coefficient__attr_""abs""__coeff_39","T50__fft_aggregated__aggtype_""variance""",T50__count_below_mean,"T50__agg_autocorrelation__f_agg_""var""__maxlag_40",T50__number_peaks__n_5,phi__number_peaks__n_5,T30__number_peaks__n_3,T24__count_below_mean,phi__count_above_mean,T30__number_peaks__n_5,"T50__fft_coefficient__attr_""angle""__coeff_20",T24__number_peaks__n_5,T30__count_below_mean,"Ps30__agg_autocorrelation__f_agg_""var""__maxlag_40",T30__lempel_ziv_complexity__bins_100,T50__time_reversal_asymmetry_statistic__lag_2,T50__fourier_entropy__bins_100,T50__time_reversal_asymmetry_statistic__lag_3,Ps30__permutation_entropy__dimension_6__tau_1,"T24__fft_aggregated__aggtype_""centroid""","phi__fft_coefficient__attr_""angle""__coeff_0","P30__fft_coefficient__attr_""angle""__coeff_0","phi__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""","P30__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""","phi__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",phi__number_crossing_m__m_-1,phi__last_location_of_maximum,Ps30__number_crossing_m__m_0,T50__number_peaks__n_10,P30__last_location_of_maximum,Ps30__range_count__max_0__min_-1000000000000.0,Ps30__median,P30__number_crossing_m__m_-1,P30__range_count__max_1000000000000.0__min_0,Ps30__number_peaks__n_5
1,5.500512942614004,259.0,5.495033518261751,259.0,131.0,5.51147179131851,259.0,259.0,5.516951215670762,259.0,259.0,83.0,5.500512942614003,1785.7226255593007,257.0,5.474458896242429,1693.5970802293289,248.0,1769.5751716610132,1863.12470676648,87.0,251.0,0.61003861003861,5.295744298397974,5.294133985238002,114.0,252.0,38.0,22.0,39.0,78.0,133.0,127.0,5.283490807075806,5.321695769783835,4.507863719970018,5.345587209107631,54.00188192199654,1594.8509128345895,90.0,1.6195363135939593,1728.3456199264654,132.0,0.007284197368762147,23.0,21.0,35.0,126.0,133.0,20.0,24.417325230788837,20.0,128.0,0.007209224309355245,0.6138996138996139,0.03834188041545942,1.6020712190839796,0.046740745334949436,5.293068723015369,37.819227201994465,180.0,180.0,0.9868709066634722,0.9690293039591424,15.0,23.0,0.07722007722007718,14.0,8.0,0.3436293436293436,7.0,0.64871,35.0,6.0,16.0
2,5.486938225516723,253.0,5.451144645312336,253.0,128.0,5.447650531072029,253.0,253.0,5.49816328107235,253.0,253.0,82.0,5.486938225516723,1404.8163399988746,251.0,5.475713169961097,1449.1065362427496,252.0,1628.336747510218,1697.797981147965,81.0,231.0,0.616600790513834,5.268103730496199,5.285613138373349,116.0,222.0,33.0,20.0,33.0,79.0,121.0,123.0,5.270213602043636,5.265993858948761,4.477522199575421,5.29468306006075,16.216496133400792,1692.9378892782727,79.0,1.0134078135506626,1641.416549759542,130.0,0.009387530182595333,20.0,19.0,33.0,132.0,99.0,23.0,44.566862418220715,21.0,125.0,0.011565733231426989,0.6245059288537549,0.03433322552274381,1.9346414705836301,0.05520642652732979,5.300272956678168,37.10661202636864,0.0,0.0,1.0,1.0,16.0,0.0,1.0,50.0,12.0,1.0,31.0,0.45297,0.0,139.0,22.0
3,5.349606289885648,222.0,5.343188260436019,222.0,113.0,5.3367702309863905,222.0,222.0,5.33677023098639,222.0,222.0,67.0,5.349606289885648,1265.9314096221813,217.0,5.349606289885648,1286.4683204145892,220.0,1321.1708408294646,1350.2933462342853,77.0,214.0,0.6261261261261262,5.202586551523104,5.215363458077204,97.0,218.0,35.0,15.0,29.0,73.0,117.0,101.0,5.149067643538202,5.164255831860802,4.417296138503758,5.155456096815252,-131.0682362123314,1245.1184089381345,67.0,0.8567711985293742,1167.6761765297583,121.0,0.010753775995005979,18.0,20.0,30.0,105.0,121.0,19.0,11.939829361172515,17.0,109.0,0.011724497375588,0.6216216216216216,0.042514975863872255,1.5532648668502207,0.06800346243969564,5.185832473460453,34.24460348856588,180.0,180.0,0.9898623605628326,0.9794648383735641,13.0,25.0,0.37387387387387383,8.0,7.0,0.06306306306306309,4.0,0.66305,23.0,17.0,17.0
4,5.562649777035535,272.0,5.547014878225912,272.0,138.0,5.541803245289371,272.0,272.0,5.562649777035535,272.0,272.0,95.0,5.547014878225912,1953.4345148954949,262.0,5.536591612352831,1773.3689946693223,271.0,2012.9902143802526,2135.237142120476,88.0,272.0,0.6102941176470589,5.36849280357924,5.390533910388491,128.0,272.0,43.0,23.0,41.0,86.0,139.0,122.0,5.324996163007242,5.361340958991658,4.578137700240467,5.347724348731003,63.61546750792869,1709.088998690631,96.0,5.346309294250349,1465.539863726116,150.0,0.007222550120764229,26.0,23.0,36.0,133.0,135.0,23.0,103.44486712823642,22.0,134.0,0.007531115806226727,0.5955882352941176,0.0260272241204627,2.4198329455596292,0.0374867958000451,5.359381228116135,49.89205866752344,180.0,180.0,0.9936516731731075,0.9718462408663942,14.0,75.0,0.30147058823529416,0.0,11.0,0.23161764705882348,0.0,1.0402,41.0,6.0,20.0
5,5.3059304964321345,213.0,5.312627570640442,213.0,109.0,5.3059304964321345,213.0,213.0,5.292536348015517,213.0,213.0,67.0,5.292536348015517,1252.0313064222873,213.0,5.32602171905706,1234.1063362269617,213.0,1117.7767095110999,597.4683168032823,77.0,213.0,0.6431924882629108,5.163369313070112,5.176699066542419,100.0,213.0,29.0,19.0,33.0,65.0,106.0,99.0,5.172549805882056,5.134194190049708,4.406117271146987,5.091689313556998,-142.91182684865254,1001.3958343621116,68.0,0.5057191673983502,1071.7444877977637,114.0,0.012065901647078232,13.0,16.0,31.0,107.0,104.0,19.0,-22.793509512609017,18.0,104.0,0.012907067473311367,0.6197183098591549,0.05456941606068125,1.8286699343602297,0.07252529723602175,5.125013697237764,9.853100161034934,180.0,180.0,0.996128864174355,0.9751522917174443,15.0,27.0,0.1502347417840375,0.0,9.0,0.295774647887324,0.0,0.94762,21.0,20.0,15.0
6,5.565028702733647,278.0,5.575222043624235,278.0,154.0,5.585415384514823,278.0,278.0,5.570125373178941,278.0,278.0,97.0,5.565028702733647,1931.9119649664879,278.0,5.590512054960117,2117.944743231259,276.0,2194.130301551772,1986.4049864071817,92.0,271.0,0.5971223021582733,5.3612224336777885,5.3307544257410875,139.0,252.0,43.0,26.0,43.0,87.0,141.0,143.0,5.414591085051917,5.3757844593671145,4.519994933359326,5.33966574679841,132.99240893273088,1989.9969179479233,91.0,7.68602235091857,2129.6074683762254,135.0,0.004725745579631445,22.0,23.0,37.0,137.0,148.0,25.0,150.255406513518,24.0,124.0,0.007078718073727147,0.5971223021582733,0.030276718871990217,2.2969347104613873,0.04740348601887651,5.33774908693114,35.73798713385436,180.0,180.0,0.9939671210251687,0.8739434361090417,12.0,25.0,0.1007194244604317,43.0,11.0,0.021582733812949617,26.0,0.55547,69.0,1.0,17.0
7,5.976597460212394,424.0,5.962518571413183,424.0,218.0,5.979101039847631,424.0,424.0,6.0056329893427485,424.0,424.0,148.0,5.971216262656233,4601.349413353658,419.0,5.969151558786963,3805.4092996628083,419.0,4824.279456210717,4795.4193908991365,138.0,397.0,0.5660377358490566,5.651556267943953,5.696254418083562,195.0,381.0,60.0,37.0,61.0,141.0,213.0,207.0,5.64206836099124,5.674235755753815,4.665909576210753,5.74084515263346,121.17985939913427,4843.738272065918,134.0,12.496079188798921,4879.325991489937,217.0,0.004103024592849995,36.0,29.0,59.0,211.0,163.0,40.0,128.89898800415233,33.0,206.0,0.003204012906934522,0.5636792452830188,0.0242261443453087,3.2855645297187466,0.03419175875837103,5.638487160604004,68.49565572569858,0.0,0.0,1.0,1.0,18.0,0.0,1.0,66.0,20.0,1.0,43.0,0.45297,4.0,182.0,36.0
8,5.54327451673082,267.0,5.537963044082852,267.0,135.0,5.537963044082852,267.0,267.0,5.532651571434881,267.0,267.0,87.0,5.553897462026757,1908.5634494791777,267.0,5.511405680843005,1973.2376846817483,267.0,1737.5667630634769,1915.2277609250827,90.0,267.0,0.602996254681648,5.3539991882697455,5.334831519183046,124.0,267.0,37.0,22.0,37.0,87.0,141.0,130.0,5.332134197755801,5.38245231784747,4.540141131890649,5.325546058692019,23.813218521928572,1453.9820062925169,89.0,3.449219285421661,1742.7693571051018,137.0,0.004856687466912793,21.0,23.0,37.0,126.0,134.0,24.0,99.51489327569115,23.0,132.0,0.005249250149878019,0.6104868913857678,0.027450088399866387,2.2921686496788616,0.040385603386442266,5.3970289781901,41.78252556109537,180.0,180.0,0.9852122751422326,0.8756021416232196,14.0,63.0,0.05243445692883897,0.0,11.0,0.08239700374531833,0.0,1.177,29.0,15.0,19.0
9,5.899588668100344,406.0,5.932547036760388,406.0,216.0,5.949875716274386,406.0,406.0,5.903513029178578,406.0,406.0,132.0,5.9256155649547875,3297.316639392835,405.0,5.931238916400977,3174.0575968021167,396.0,4659.486718499419,4510.766059196648,137.0,400.0,0.5738916256157636,5.658098322155548,5.551775810631543,186.0,378.0,54.0,32.0,56.0,131.0,214.0,180.0,5.666317366709174,5.684450209300671,4.614290485210313,5.633898669966422,98.82988474462553,4332.787120255543,132.0,3.7251190353656023,4276.2951889748065,226.0,0.0030574875426619776,34.0,23.0,63.0,192.0,154.0,35.0,120.78255771500801,36.0,190.0,0.004173564317922011,0.5763546798029556,0.022124417603327628,2.6531389648910815,0.03232309450052309,5.61206852588635,64.97593619246457,0.0,0.0,1.0,1.0,16.0,0.0,1.0,46.0,15.0,0.9926108374384236,28.0,0.5423899999999999,0.0,406.0,29.0
10,6.106761454550339,481.0,6.064593886749872,481.0,249.0,6.072840856256288,481.0,481.0,6.1096799689948025,481.0,481.0,161.0,6.099107486256455,6141.416956722763,480.0,6.084514914034141,6129.253713073357,435.0,6168.420173170027,6404.134140087895,160.0,456.0,0.5613305613305614,5.7183192566122925,5.800927628859748,230.0,398.0,62.0,33.0,64.0,155.0,246.0,232.0,5.756085684264538,5.706189772060311,4.645492257084449,5.7468177123683715,156.8175859544986,6261.192280188049,155.0,10.214862063086487,6105.460457603664,249.0,0.0034049270873259844,40.0,35.0,71.0,235.0,154.0,39.0,134.78713462971936,39.0,232.0,0.0037979922255691606,0.5426195426195426,0.018866113550150807,3.5728518139098076,0.026084102514476525,5.7078005339963545,80.16469911563028,0.0,0.0,1.0,1.0,16.0,4.0,0.9958419958419958,134.0,24.0,1.0,83.0,0.38582,2.0,346.0,39.0
